,Latitude,Longitude,ID,Time,Locust,Soil_Moisture,Elevation,Soil_Temperature,Vegetation_Index
265,35.0375,2.606666667,35789,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#bfde78
266,35.03777778,2.6069444440000002,35790,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#bfde77
267,37.41666667,3.121388889,35791,2020-06-30,1,#ffd700,#28b93f,#d50000,#b9ab9c
268,36.72166667,2.751666667,35802,2020-06-30,1,#ffde00,#2bba3e,#c80000,#ddc9bd
269,34.7,2.7166666669999997,35815,2020-06-30,1,#bede00,#ccc80a,#ff8500,#086701
270,73.53027778,27.18388889,35816,2020-06-30,1,#ffe700,#0cb249,#b10000,#c0b096
271,73.57777778,27.26027778,35818,2020-06-30,1,#ffd900,#0cb249,#b60000,#d1c0ab
272,35.0375,2.598055556,35829,2020-06-30,1,#fffb00,#c1db0b,#ff6000,#a58469
273,35.04388889,2.601944444,35830,2020-06-30,1,#fffb00,#c0dc0b,#ff3f00,#9d7c5f
274,35.04416667,2.601388889,35831,2020-06-30,1,#fffb00,#c0dc0b,#ff3f00,#9d7c5f
275,35.0425,2.600833333,35832,2020-06-30,1,#fffb00,#c0dc0b,#ff3f00,#9d7c5f
276,35.0425,2.601111111,35833,2020-06-30,1,#fffb00,#c0dc0b,#ff3f00,#9d7c5f
277,69.00722222,27.48027778,35840,2020-06-30,1,#ffd700,#008230,#9f0000,#a7cc4c
278,45.5325,9.534166667000001,35889,2020-06-30,1,#ffec00,#c5d40b,#ff3700,#965a46
279,45.53222222,9.533888889,35890,2020-06-30,1,#ffec00,#c5d40b,#ff3700,#965a46
280,44.07388889,9.503333332999999,35891,2020-06-30,1,#fffa00,#ccc80a,#ff4d00,#b09279
281,45.46694444,9.577222222,35892,2020-06-30,1,#fff900,#c6d20b,#ff5100,#b0cf69
282,45.46638889,9.576111111,35893,2020-06-30,1,#fff900,#c6d20b,#ff5100,#9a6e5a
283,37.42583333,3.141666667,36094,2020-06-30,1,#ffd700,#2bba3e,#d50000,#d1c0ab
284,37.42583333,3.141666667,36095,2020-06-30,1,#ffd700,#2bba3e,#d50000,#d1c0ab
285,37.42583333,3.142777778,36096,2020-06-30,1,#ffd700,#2ebb3d,#d50000,#d1c0ab
286,37.42333333,3.142222222,36097,2020-06-30,1,#ffd700,#28b93f,#d50000,#c8b5a6
287,36.81416667,3.1552777780000003,36098,2020-06-30,1,#ffdb00,#4ec332,#cc0000,#c8b5a5
288,75.63194444,28.19194444,36102,2020-06-30,1,#ffdb00,#18b545,#7f0000,#a58468
289,74.685,28.36722222,36103,2020-06-30,1,#ffe300,#09b14a,#d10000,#b9ab9b
290,71.23222222,27.70611111,36104,2020-06-30,1,#ffd400,#00933b,#7f0000,#e5dbcd
291,36.81388889,3.1552777780000003,36116,2020-06-30,1,#ffdb00,#4ec332,#cc0000,#c8b5a5
292,35.20277778,2.856944444,36117,2020-06-30,1,#fff600,#96d419,#ff1a00,#9a6e5a
293,35.03444444,2.601666667,36118,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#9a6e59
294,36.70833333,2.851388889,36129,2020-06-30,1,#ffe700,#2ebb3d,#c80000,#cdba9f
295,37.42416667,3.122222222,36145,2020-06-30,1,#ffd700,#25b840,#d50000,#c0b096
296,37.42416667,3.122222222,36146,2020-06-30,1,#ffd700,#25b840,#d50000,#c0b096
297,37.42277778,3.1294444439999998,36147,2020-06-30,1,#ffd700,#28b93f,#d50000,#b9ab9c
298,37.42277778,3.1294444439999998,36155,2020-06-30,1,#ffd700,#28b93f,#d50000,#b9ab9c
299,37.41333333,3.124444444,36168,2020-06-30,1,#ffd700,#22b741,#d50000,#965a47
300,37.41694444,3.1211111110000003,36169,2020-06-30,1,#ffd700,#2bba3e,#d50000,#b9ab9c
301,35.04444444,2.6122222219999998,36170,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#a18064
302,36.90694444,2.245555556,36171,2020-06-30,1,#ffdb00,#c1db0b,#ff6700,#a7cc4b
303,35.04527778,2.610833333,36176,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#9a6e59
304,35.045,2.6091666669999998,36177,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#9a6e59
305,35.0375,2.606666667,36178,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#bfde78
306,35.03777778,2.6069444440000002,36179,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#bfde77
307,37.41666667,3.121388889,36180,2020-06-30,1,#ffd700,#28b93f,#d50000,#b9ab9c
308,36.72166667,2.751666667,36191,2020-06-30,1,#ffde00,#2bba3e,#c80000,#ddc9bd
309,34.7,2.7166666669999997,36204,2020-06-30,1,#bede00,#ccc80a,#ff8500,#086701
310,73.53027778,27.18388889,36205,2020-06-30,1,#ffe700,#0cb249,#b10000,#c0b096
311,73.57777778,27.26027778,36207,2020-06-30,1,#ffd900,#0cb249,#b60000,#d1c0ab
312,35.0375,2.598055556,36218,2020-06-30,1,#fffb00,#c1db0b,#ff6000,#a58469
313,35.04388889,2.601944444,36219,2020-06-30,1,#fffb00,#c0dc0b,#ff3f00,#9d7c5f
314,35.04416667,2.601388889,36220,2020-06-30,1,#fffb00,#c0dc0b,#ff3f00,#9d7c5f
315,35.0425,2.600833333,36221,2020-06-30,1,#fffb00,#c0dc0b,#ff3f00,#9d7c5f
316,35.0425,2.601111111,36222,2020-06-30,1,#fffb00,#c0dc0b,#ff3f00,#9d7c5f
317,69.00722222,27.48027778,36229,2020-06-30,1,#ffd700,#008230,#9f0000,#a7cc4c
318,45.5325,9.534166667000001,36278,2020-06-30,1,#ffec00,#c5d40b,#ff3700,#965a46
319,45.53222222,9.533888889,36279,2020-06-30,1,#ffec00,#c5d40b,#ff3700,#965a46
320,44.07388889,9.503333332999999,36280,2020-06-30,1,#fffa00,#ccc80a,#ff4d00,#b09279
321,45.46694444,9.577222222,36281,2020-06-30,1,#fff900,#c6d20b,#ff5100,#b0cf69
322,45.46638889,9.576111111,36282,2020-06-30,1,#fff900,#c6d20b,#ff5100,#9a6e5a
323,37.42583333,3.141666667,36554,2020-06-30,1,#ffd700,#2bba3e,#d50000,#d1c0ab
324,37.42583333,3.141666667,36555,2020-06-30,1,#ffd700,#2bba3e,#d50000,#d1c0ab
325,37.42583333,3.142777778,36556,2020-06-30,1,#ffd700,#2ebb3d,#d50000,#d1c0ab
326,37.42333333,3.142222222,36557,2020-06-30,1,#ffd700,#28b93f,#d50000,#c8b5a6
327,36.81416667,3.1552777780000003,36558,2020-06-30,1,#ffdb00,#4ec332,#cc0000,#c8b5a5
328,75.63194444,28.19194444,36562,2020-06-30,1,#ffdb00,#18b545,#7f0000,#a58468
329,74.685,28.36722222,36563,2020-06-30,1,#ffe300,#09b14a,#d10000,#b9ab9b
330,71.23222222,27.70611111,36564,2020-06-30,1,#ffd400,#00933b,#7f0000,#e5dbcd
331,36.81388889,3.1552777780000003,36576,2020-06-30,1,#ffdb00,#4ec332,#cc0000,#c8b5a5
332,35.20277778,2.856944444,36577,2020-06-30,1,#fff600,#96d419,#ff1a00,#9a6e5a
333,35.03444444,2.601666667,36578,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#9a6e59
334,36.70833333,2.851388889,36589,2020-06-30,1,#ffe700,#2ebb3d,#c80000,#cdba9f
335,37.42416667,3.122222222,36605,2020-06-30,1,#ffd700,#25b840,#d50000,#c0b096
336,37.42416667,3.122222222,36606,2020-06-30,1,#ffd700,#25b840,#d50000,#c0b096
337,37.42277778,3.1294444439999998,36607,2020-06-30,1,#ffd700,#28b93f,#d50000,#b9ab9c
338,37.42277778,3.1294444439999998,36615,2020-06-30,1,#ffd700,#28b93f,#d50000,#b9ab9c
339,37.41333333,3.124444444,36628,2020-06-30,1,#ffd700,#22b741,#d50000,#965a47
340,37.41694444,3.1211111110000003,36629,2020-06-30,1,#ffd700,#2bba3e,#d50000,#b9ab9c
341,35.04444444,2.6122222219999998,36630,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#a18064
342,36.90694444,2.245555556,36631,2020-06-30,1,#ffdb00,#c1db0b,#ff6700,#a7cc4b
343,35.04527778,2.610833333,36636,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#9a6e59
344,35.045,2.6091666669999998,36637,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#9a6e59
345,35.0375,2.606666667,36638,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#bfde78
346,35.03777778,2.6069444440000002,36639,2020-06-30,1,#fffb00,#c1db0b,#ff3f00,#bfde77
347,37.41666667,3.121388889,36640,2020-06-30,1,#ffd700,#28b93f,#d50000,#b9ab9c
348,36.72166667,2.751666667,36651,2020-06-30,1,#ffde00,#2bba3e,#c80000,#ddc9bd
349,34.7,2.7166666669999997,36664,2020-06-30,1,#bede00,#ccc80a,#ff8500,#086701
