Row,Latitude ,Longitude ,ID,Time,Locust,Soil_Moisture,Wind,Vegetation_Index,Humidity_D,Humidity_N,Elevation,Temperature_D,Temperature_N
170,44.1,15.46666667,22428,5/1/2019,1,#009225,#398701,#b6f3e0,#39afc9,#398701,#00943c,#e9ff00,#8eff00
171,44.06666667,15.2,22429,5/2/2019,1,#2f9700,#30382b,#30382b,#30382b,#30382b,#007627,#30382b,#30382b
172,43.96666667,15.3,22430,5/2/2019,1,#5faf00,#2c3635,#2c3635,#2c3635,#2c3635,#007627,#2c3635,#2c3635
173,44.05,15.71666667,22431,5/1/2019,1,#009e3e,#338300,#b6f3e0,#39afc9,#338300,#09b14a,#d0ff00,#8aff00
174,44.05,15.53333333,22432,5/3/2019,1,#188b00,#555e59,#555e59,#555e59,#555e59,#009f43,#555e59,#555e59
175,43.63333333,15.65,22433,5/7/2019,1,#3b9d00,#1d2731,#1d2731,#1d2731,#1d2731,#1d2731,#1d2731,#1d2731
176,44.46666667,14.38333333,22434,5/7/2019,1,#101823,#101823,#101823,#101823,#101823,#101823,#101823,#101823
177,43.93444444,26.00416667,22435,5/30/2019,1,#00f3ff,#727268,#727268,#727268,#727268,#007829,#727268,#727268
178,44.815,25.66222222,22436,5/1/2019,1,#00a144,#438d00,#dcfce4,#3fb3cd,#438d00,#00a144,#edff00,#a0ff00
179,45.06666667,24.97416667,22437,5/31/2019,1,#00f3e6,#f6f6f6,#f6f6f6,#f6f6f6,#f6f6f6,#44c035,#f6f6f6,#f6f6f6
180,44.80777778,25.45416667,22438,5/5/2019,1,#47a300,#c4c4c4,#c4c4c4,#c4c4c4,#c4c4c4,#00a94a,#c4c4c4,#c4c4c4
181,45.31583333,25.00388889,22439,5/8/2019,1,#003bff,#e5e5e5,#e5e5e5,#e5e5e5,#e5e5e5,#9fd716,#e5e5e5,#e5e5e5
182,44.79694444,25.0625,22440,5/8/2019,1,#00ab57,#d8d8d8,#d8d8d8,#d8d8d8,#d8d8d8,#00a94a,#d8d8d8,#d8d8d8
183,44.84833333,24.70305556,22441,5/9/2019,1,#009e3e,#b8bcbb,#b8bcbb,#b8bcbb,#b8bcbb,#2ebb3d,#b8bcbb,#b8bcbb
184,45.04638889,25.24916667,22442,5/29/2019,1,#00c78f,#425331,#425331,#425331,#425331,#25b840,#425331,#425331
185,45.07,25.19277778,22443,5/29/2019,1,#00d0a2,#7f8676,#7f8676,#7f8676,#7f8676,#8dd21c,#7f8676,#7f8676
186,44.81166667,24.67416667,22444,5/9/2019,1,#008b19,#b4b8b7,#b4b8b7,#b4b8b7,#b4b8b7,#18b545,#b4b8b7,#b4b8b7
187,36.16666667,30.31666667,22445,5/4/2019,1,#242b3b,#242b3b,#242b3b,#242b3b,#242b3b,#242b3b,#242b3b,#242b3b
188,35.61666667,30.83333333,22446,5/5/2019,1,#61656e,#61656e,#61656e,#61656e,#61656e,#61656e,#61656e,#61656e
189,45.67694444,20.45222222,22447,5/14/2019,1,#00efe0,#eeeff1,#eeeff1,#eeeff1,#eeeff1,#00812f,#eeeff1,#eeeff1
190,45.67694444,20.45222222,22448,5/14/2019,1,#00efe0,#eeeff1,#eeeff1,#eeeff1,#eeeff1,#00812f,#eeeff1,#eeeff1
191,45.04861111,25.26861111,22449,5/19/2019,1,#00d0a2,#4a5834,#4a5834,#4a5834,#4a5834,#28b93f,#4a5834,#4a5834
192,45.77416667,20.38055556,22450,5/20/2019,1,#00e0c1,#525a4b,#525a4b,#525a4b,#525a4b,#008632,#525a4b,#525a4b
193,45.63805556,20.45277778,22451,5/20/2019,1,#00d6ae,#5c5d57,#5c5d57,#5c5d57,#5c5d57,#008733,#5c5d57,#5c5d57
194,71.86111111,27.12111111,22452,5/25/2019,1,#8b8f90,#8b8f90,#8b8f90,#8b8f90,#8b8f90,#8b8f90,#8b8f90,#8b8f90
195,71.88861111,27.12861111,22453,5/28/2019,1,#dbd7d8,#dbd7d8,#dbd7d8,#dbd7d8,#dbd7d8,#dbd7d8,#dbd7d8,#dbd7d8
196,45.63805556,20.45277778,22454,5/20/2019,1,#00d6ae,#5c5d57,#5c5d57,#5c5d57,#5c5d57,#008733,#5c5d57,#5c5d57
197,45.0475,25.26888889,22455,5/16/2019,1,#00ecda,#d9dadc,#d9dadc,#d9dadc,#d9dadc,#25b840,#d9dadc,#d9dadc
198,45.25944444,20.4575,22456,5/17/2019,1,#00bd7c,#f4ebee,#f4ebee,#f4ebee,#f4ebee,#008431,#f4ebee,#f4ebee
199,44.72916667,17.57027778,22457,5/23/2019,1,#0000e9,#eaeceb,#eaeceb,#eaeceb,#eaeceb,#25b840,#eaeceb,#eaeceb
200,45.40055556,25.44694444,22458,5/21/2019,1,#00c78f,#959593,#959593,#959593,#959593,#d6b90a,#959593,#959593
201,71.86055556,27.09194444,22459,5/28/2019,1,#d9dbda,#d9dbda,#d9dbda,#d9dbda,#d9dbda,#d9dbda,#d9dbda,#d9dbda
202,44.97055556,25.07444444,22460,5/22/2019,1,#00c489,#223323,#223323,#223323,#223323,#2ebb3d,#223323,#223323
203,44.96777778,25.08972222,22461,5/22/2019,1,#00c489,#6d7162,#6d7162,#6d7162,#6d7162,#25b840,#6d7162,#6d7162
204,45.07694444,25.29277778,22462,5/23/2019,1,#00ca95,#eeeeec,#eeeeec,#eeeeec,#eeeeec,#76cd24,#eeeeec,#eeeeec
205,71.86111111,27.12111111,22463,5/25/2019,1,#8b8f90,#8b8f90,#8b8f90,#8b8f90,#8b8f90,#8b8f90,#8b8f90,#8b8f90
206,44.33333333,15.41666667,22464,5/9/2019,1,#00f3e6,#f4f5f7,#f4f5f7,#f4f5f7,#f4f5f7,#6dca27,#f4f5f7,#f4f5f7
207,44.05,15.28333333,22465,5/10/2019,1,#009832,#21302d,#21302d,#21302d,#21302d,#21302d,#21302d,#21302d
208,44.33333333,15.75,22466,5/9/2019,1,#00f6ec,#f5f6f8,#f5f6f8,#f5f6f8,#f5f6f8,#69c928,#f5f6f8,#f5f6f8
209,45.25583333,25.34277778,22467,5/24/2019,1,#0077ff,#dddddd,#dddddd,#dddddd,#dddddd,#c2d90b,#dddddd,#dddddd
210,45.25583333,25.34277778,22468,5/24/2019,1,#0077ff,#dddddd,#dddddd,#dddddd,#dddddd,#c2d90b,#dddddd,#dddddd
211,45.51222222,14.99472222,22469,5/25/2019,1,#00f9f3,#9fa5a5,#9fa5a5,#9fa5a5,#9fa5a5,#64c82a,#9fa5a5,#9fa5a5
212,43.61972222,14.71472222,22470,5/25/2019,1,#7a8189,#7a8189,#7a8189,#7a8189,#7a8189,#7a8189,#7a8189,#7a8189
213,43.19555556,27.27027778,22471,6/8/2019,1,#008200,#dbd5d5,#dbd5d5,#dbd5d5,#dbd5d5,#00a648,#dbd5d5,#dbd5d5
214,44.25,15.5,22472,6/5/2019,1,#00850c,#bbc1c1,#bbc1c1,#bbc1c1,#bbc1c1,#007527,#bbc1c1,#bbc1c1
215,43.38333333,15.95,22473,6/5/2019,1,#53586c,#53586c,#53586c,#53586c,#53586c,#53586c,#53586c,#53586c
216,44.4,15.48333333,22474,6/7/2019,1,#009b38,#2b4b22,#2b4b22,#2b4b22,#2b4b22,#c9cc0b,#2b4b22,#2b4b22
217,44.33333333,15.41666667,22475,6/9/2019,1,#53a900,#535b46,#535b46,#535b46,#535b46,#6dca27,#535b46,#535b46
218,44.21666667,15.41666667,22476,6/9/2019,1,#71b800,#38422a,#38422a,#38422a,#38422a,#007f2e,#38422a,#38422a
219,44.4,15.48333333,22477,6/10/2019,1,#00952c,#233122,#233122,#233122,#233122,#c9cc0b,#233122,#233122
220,43.38333333,15.95,22478,6/10/2019,1,#202a36,#202a36,#202a36,#202a36,#202a36,#202a36,#202a36,#202a36
221,66.38972222,26.17333333,22479,6/1/2019,1,#505050,#197301,#c1f7e3,#11778e,#197301,#008d37,#c5ff00,#95ff00
222,44.41666667,13.11666667,22480,6/13/2019,1,#2a3234,#2a3234,#2a3234,#2a3234,#2a3234,#2a3234,#2a3234,#2a3234
223,44.66666667,13.96666667,22481,6/15/2019,1,#313e47,#313e47,#313e47,#313e47,#313e47,#313e47,#313e47,#313e47
224,45.06666667,24.97444444,22482,6/1/2019,1,#00f9ff,#006001,#d3fde5,#3fb3cd,#006001,#41bf36,#f4ff00,#bdff00
225,45.18333333,13.21666667,22483,6/16/2019,1,#0d1a22,#0d1a22,#0d1a22,#0d1a22,#0d1a22,#0d1a22,#0d1a22,#0d1a22
226,43.91805556,12.63666667,22484,6/18/2019,1,#3b9d00,#565537,#565537,#565537,#565537,#008c36,#565537,#565537
227,45.75277778,14.875,22485,6/9/2019,1,#00d6ae,#1c2d1b,#1c2d1b,#1c2d1b,#1c2d1b,#25b840,#1c2d1b,#1c2d1b
228,44.47222222,16.27305556,22486,6/13/2019,1,#00ae5d,#263f1f,#263f1f,#263f1f,#263f1f,#cacc0b,#263f1f,#263f1f
229,45.3425,13.26555556,22487,6/14/2019,1,#2a3539,#2a3539,#2a3539,#2a3539,#2a3539,#2a3539,#2a3539,#2a3539
230,58.70722222,25.70611111,22488,6/14/2019,1,#009832,#f2f4f3,#f2f4f3,#f2f4f3,#f2f4f3,#008531,#f2f4f3,#f2f4f3
231,44.26472222,10.44361111,22489,6/20/2019,1,#dbed00,#142012,#142012,#142012,#142012,#d3bc0a,#142012,#142012
232,44.26472222,10.17472222,22490,6/20/2019,1,#77bb00,#182615,#182615,#182615,#182615,#c1da0b,#182615,#182615
233,45.4325,10.25194444,22491,6/20/2019,1,#a6d200,#676a5f,#676a5f,#676a5f,#676a5f,#008935,#676a5f,#676a5f
234,45.4325,10.41972222,22492,6/20/2019,1,#d0e700,#4a5a50,#4a5a50,#4a5a50,#4a5a50,#008d37,#4a5a50,#4a5a50
235,45.02388889,10.43111111,22493,6/20/2019,1,#fffe00,#444630,#444630,#444630,#444630,#00792a,#444630,#444630
236,44.55916667,10.07944444,22494,6/20/2019,1,#dbed00,#192615,#192615,#192615,#192615,#c3d80b,#192615,#192615
237,43.66666667,10.26666667,22495,6/20/2019,1,#ffee00,#525c5d,#525c5d,#525c5d,#525c5d,#525c5d,#525c5d,#525c5d
238,43.91888889,9.925,22496,6/20/2019,1,#0c1826,#0c1826,#0c1826,#0c1826,#0c1826,#0c1826,#0c1826,#0c1826
239,43.44111111,10.98638889,22497,6/19/2019,1,#ffe500,#1c2b18,#1c2b18,#1c2b18,#1c2b18,#2bba3e,#1c2b18,#1c2b18
240,43.42777778,10.61055556,22498,6/19/2019,1,#ffe700,#1b2918,#1b2918,#1b2918,#1b2918,#52c430,#1b2918,#1b2918
241,43.79666667,10.38388889,22499,6/19/2019,1,#fffa00,#2a2f1b,#2a2f1b,#2a2f1b,#2a2f1b,#008632,#2a2f1b,#2a2f1b
242,43.69111111,10.47055556,22500,6/19/2019,1,#fff900,#484a34,#484a34,#484a34,#484a34,#007728,#484a34,#484a34
243,42.89166667,10.61,22501,6/19/2019,1,#ffe500,#192533,#192533,#192533,#192533,#192533,#192533,#192533
244,42.89166667,10.51,22502,6/19/2019,1,#fff100,#16222e,#16222e,#16222e,#16222e,#16222e,#16222e,#16222e
245,43.425,10.79277778,22503,6/19/2019,1,#ffee00,#333a33,#333a33,#333a33,#333a33,#009d42,#333a33,#333a33
246,70.57472222,26.51777778,22504,6/26/2019,1,#009e3e,#bebfc1,#bebfc1,#bebfc1,#bebfc1,#22b741,#bebfc1,#bebfc1
247,70.56666667,26.51444444,22505,6/27/2019,1,#00a144,#939391,#939391,#939391,#939391,#1cb643,#939391,#939391
248,71.465,27.19833333,22506,6/28/2019,1,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7
249,70.60611111,26.38833333,22507,6/29/2019,1,#00c78f,#ececee,#ececee,#ececee,#ececee,#00923a,#ececee,#ececee
250,70.60611111,26.38833333,22508,6/29/2019,1,#00c78f,#ececee,#ececee,#ececee,#ececee,#00923a,#ececee,#ececee
251,71.46416667,27.20277778,22509,6/29/2019,1,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2
252,70.70222222,26.61861111,22510,6/30/2019,1,#00952c,#4e444c,#4e444c,#4e444c,#4e444c,#4e444c,#4e444c,#4e444c
253,71.48916667,27.20777778,22511,6/30/2019,1,#beb5ba,#beb5ba,#beb5ba,#beb5ba,#beb5ba,#beb5ba,#beb5ba,#beb5ba
254,42.57194444,10.75222222,22512,6/25/2019,1,#182432,#182432,#182432,#182432,#182432,#182432,#182432,#182432
255,37.52,9.129444444,22513,6/25/2019,1,#252e3d,#252e3d,#252e3d,#252e3d,#252e3d,#252e3d,#252e3d,#252e3d
256,41.85055556,9.600277778,22514,6/25/2019,1,#2b3340,#2b3340,#2b3340,#2b3340,#2b3340,#2b3340,#2b3340,#2b3340
257,71.46805556,27.20083333,22515,6/28/2019,1,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9
258,71.46722222,27.20027778,22516,6/28/2019,1,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9,#e7e7e9
259,70.81972222,26.57194444,22517,6/28/2019,1,#00b46a,#e4e8e7,#e4e8e7,#e4e8e7,#e4e8e7,#008632,#e4e8e7,#e4e8e7
260,71.46611111,27.19972222,22518,6/28/2019,1,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7,#e5e5e7
261,71.45888889,27.20027778,22519,6/29/2019,1,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2,#f2f2f2
262,71.48333333,27.19888889,22520,6/29/2019,1,#eff0f2,#eff0f2,#eff0f2,#eff0f2,#eff0f2,#eff0f2,#eff0f2,#eff0f2
263,71.48861111,27.20916667,22521,6/30/2019,1,#c0babe,#c0babe,#c0babe,#c0babe,#c0babe,#c0babe,#c0babe,#c0babe
264,71.48111111,27.18972222,22522,6/30/2019,1,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2
265,71.19305556,26.605,22523,6/30/2019,1,#d7d8dc,#d7d8dc,#d7d8dc,#d7d8dc,#d7d8dc,#d7d8dc,#d7d8dc,#d7d8dc
266,71.01444444,26.69888889,22524,6/30/2019,1,#00ab57,#383c48,#383c48,#383c48,#383c48,#383c48,#383c48,#383c48
267,71.48111111,27.18972222,22525,6/30/2019,1,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2
268,43.03638889,27.26138889,22526,6/16/2019,1,#7dbe00,#333f27,#333f27,#333f27,#333f27,#00a849,#333f27,#333f27
269,70.61583333,26.61861111,22527,6/28/2019,1,#00952c,#e7e5e6,#e7e5e6,#e7e5e6,#e7e5e6,#007b2b,#e7e5e6,#e7e5e6
270,71.48138889,27.19,22528,6/30/2019,1,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2,#b6b0b2
271,71.68555556,27.02666667,22529,7/28/2019,1,#d5d6d8,#d5d6d8,#d5d6d8,#d5d6d8,#d5d6d8,#d5d6d8,#d5d6d8,#d5d6d8
272,71.96972222,27.0225,22530,7/28/2019,1,#cbccce,#cbccce,#cbccce,#cbccce,#cbccce,#cbccce,#cbccce,#cbccce
273,71.49333333,27.20805556,22531,7/28/2019,1,#b0aeb1,#b0aeb1,#b0aeb1,#b0aeb1,#b0aeb1,#b0aeb1,#b0aeb1,#b0aeb1
274,73.29611111,28.70861111,22532,7/28/2019,1,#dedfe1,#dedfe1,#dedfe1,#dedfe1,#dedfe1,#dedfe1,#dedfe1,#dedfe1
275,73.28888889,28.70277778,22533,7/28/2019,1,#dedfe1,#dedfe1,#dedfe1,#dedfe1,#dedfe1,#dedfe1,#dedfe1,#dedfe1
276,73.59861111,28.64666667,22534,7/28/2019,1,#e4e6e5,#e4e6e5,#e4e6e5,#e4e6e5,#e4e6e5,#e4e6e5,#e4e6e5,#e4e6e5
277,73.57555556,28.97305556,22535,7/29/2019,1,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8
278,73.34027778,28.77583333,22536,7/29/2019,1,#e9eaec,#e9eaec,#e9eaec,#e9eaec,#e9eaec,#e9eaec,#e9eaec,#e9eaec
279,73.33361111,28.76666667,22537,7/29/2019,1,#eaebed,#eaebed,#eaebed,#eaebed,#eaebed,#eaebed,#eaebed,#eaebed
280,44.48333333,16.31666667,22538,7/18/2019,1,#008f1f,#f1edee,#f1edee,#f1edee,#f1edee,#cbca0a,#f1edee,#f1edee
281,44.58333333,15.08333333,22539,7/19/2019,1,#5faf00,#85797b,#85797b,#85797b,#85797b,#c4d50b,#85797b,#85797b
282,44.2,15.38333333,22540,7/22/2019,1,#fff900,#39423d,#39423d,#39423d,#39423d,#008c36,#39423d,#39423d
283,71.31527778,24.73027778,22541,7/2/2019,1,#e7e8ea,#e7e8ea,#e7e8ea,#e7e8ea,#e7e8ea,#e7e8ea,#e7e8ea,#e7e8ea
284,71.3825,24.70777778,22542,7/3/2019,1,#f1f3f2,#f1f3f2,#f1f3f2,#f1f3f2,#f1f3f2,#f1f3f2,#f1f3f2,#f1f3f2
285,71.46972222,27.19083333,22543,7/1/2019,1,#696c73,#696c73,#33a9c4,#2295ae,#696c73,#696c73,#696c73,#696c73
286,69.55027778,26.73166667,22544,7/1/2019,1,#00850c,#126e00,#c7fae4,#259ab3,#126e00,#03af4c,#e2ff00,#8eff00
287,69.53555556,26.74861111,22545,7/1/2019,1,#00850c,#338301,#c7fae4,#259ab3,#338301,#1fb742,#e2ff00,#8eff00
288,71.40805556,27.11222222,22546,7/1/2019,1,#595c63,#595c63,#33a9c4,#2295ae,#595c63,#595c63,#595c63,#595c63
289,71.46805556,27.18805556,22547,7/1/2019,1,#5e6168,#5e6168,#33a9c4,#2295ae,#5e6168,#5e6168,#5e6168,#5e6168
290,71.47111111,27.18944444,22548,7/1/2019,1,#696c73,#696c73,#33a9c4,#2295ae,#696c73,#696c73,#696c73,#696c73
291,71.48194444,27.18555556,22549,7/2/2019,1,#e3e1e2,#e3e1e2,#e3e1e2,#e3e1e2,#e3e1e2,#e3e1e2,#e3e1e2,#e3e1e2
292,71.66194444,27.01972222,22550,7/2/2019,1,#b2b3b7,#b2b3b7,#b2b3b7,#b2b3b7,#b2b3b7,#b2b3b7,#b2b3b7,#b2b3b7
293,70.71277778,26.61333333,22551,7/2/2019,1,#009832,#f5f5f5,#f5f5f5,#f5f5f5,#f5f5f5,#f5f5f5,#f5f5f5,#f5f5f5
294,71.66194444,27.17166667,22552,7/2/2019,1,#c5c6c8,#c5c6c8,#c5c6c8,#c5c6c8,#c5c6c8,#c5c6c8,#c5c6c8,#c5c6c8
295,71.85027778,27.09916667,22553,7/29/2019,1,#c1bfc2,#c1bfc2,#c1bfc2,#c1bfc2,#c1bfc2,#c1bfc2,#c1bfc2,#c1bfc2
296,71.52722222,27.03111111,22554,7/29/2019,1,#b6bbbe,#b6bbbe,#b6bbbe,#b6bbbe,#b6bbbe,#b6bbbe,#b6bbbe,#b6bbbe
297,71.755,27.15638889,22555,7/29/2019,1,#4a6873,#4a6873,#4a6873,#4a6873,#4a6873,#4a6873,#4a6873,#4a6873
298,70.8875,25.65777778,22556,7/30/2019,1,#068200,#ccd5d2,#ccd5d2,#ccd5d2,#ccd5d2,#009e43,#ccd5d2,#ccd5d2
299,71.60972222,27.37527778,22557,7/4/2019,1,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa
300,71.60611111,27.37166667,22558,7/4/2019,1,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa
301,71.52944444,27.09055556,22559,7/4/2019,1,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa
302,71.845,27.1075,22560,7/4/2019,1,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc
303,71.51361111,27.11222222,22561,7/3/2019,1,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7
304,71.51444444,27.11277778,22562,7/3/2019,1,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8
305,71.20472222,26.62916667,22563,7/3/2019,1,#ecedef,#ecedef,#ecedef,#ecedef,#ecedef,#ecedef,#ecedef,#ecedef
306,70.74861111,26.57416667,22564,7/3/2019,1,#00ba76,#eaebed,#eaebed,#eaebed,#eaebed,#41bf36,#eaebed,#eaebed
307,71.53305556,27.09638889,22565,7/5/2019,1,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8
308,71.49166667,27.17777778,22566,7/5/2019,1,#f6f8f7,#f6f8f7,#f6f8f7,#f6f8f7,#f6f8f7,#f6f8f7,#f6f8f7,#f6f8f7
309,71.50027778,27.14444444,22567,7/5/2019,1,#e8e8e8,#e8e8e8,#e8e8e8,#e8e8e8,#e8e8e8,#e8e8e8,#e8e8e8,#e8e8e8
310,71.54055556,27.11444444,22568,7/3/2019,1,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7,#e4e5e7
311,71.53916667,27.11472222,22569,7/5/2019,1,#e8e9eb,#e8e9eb,#e8e9eb,#e8e9eb,#e8e9eb,#e8e9eb,#e8e9eb,#e8e9eb
312,71.54638889,27.11388889,22570,7/5/2019,1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1
313,71.66611111,27.27833333,22571,7/6/2019,1,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9
314,71.66833333,27.28388889,22572,7/6/2019,1,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9,#b2b6b9
315,71.51,27.03638889,22573,7/4/2019,1,#fbfbfb,#fbfbfb,#fbfbfb,#fbfbfb,#fbfbfb,#fbfbfb,#fbfbfb,#fbfbfb
316,71.6075,27.37444444,22574,7/4/2019,1,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa
317,71.60916667,27.37583333,22575,7/4/2019,1,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa,#fafafa
318,70.20722222,25.87805556,22576,7/6/2019,1,#00bd7c,#e6e7e9,#e6e7e9,#e6e7e9,#e6e7e9,#09b14a,#e6e7e9,#e6e7e9
319,71.625,27.39138889,22577,7/3/2019,1,#f3f3f3,#f3f3f3,#f3f3f3,#f3f3f3,#f3f3f3,#f3f3f3,#f3f3f3,#f3f3f3
320,71.60833333,27.37527778,22578,7/3/2019,1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1,#f1f1f1
321,71.84138889,27.10666667,22579,7/4/2019,1,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc,#fcfcfc
322,70.86833333,25.64583333,22580,7/29/2019,1,#008200,#767c7c,#767c7c,#767c7c,#767c7c,#00a446,#767c7c,#767c7c
323,71.38305556,24.68833333,22581,7/5/2019,1,#b6b7b9,#b6b7b9,#b6b7b9,#b6b7b9,#b6b7b9,#b6b7b9,#b6b7b9,#b6b7b9
324,71.54444444,27.36833333,22582,7/7/2019,1,#182126,#182126,#182126,#182126,#182126,#182126,#182126,#182126
325,71.48805556,27.21416667,22583,7/7/2019,1,#414a4f,#414a4f,#414a4f,#414a4f,#414a4f,#414a4f,#414a4f,#414a4f
326,71.48916667,27.21277778,22584,7/7/2019,1,#3e474c,#3e474c,#3e474c,#3e474c,#3e474c,#3e474c,#3e474c,#3e474c
327,71.49083333,27.21138889,22585,7/7/2019,1,#3e474c,#3e474c,#3e474c,#3e474c,#3e474c,#3e474c,#3e474c,#3e474c
328,71.49416667,27.20777778,22586,7/7/2019,1,#2f3d40,#2f3d40,#2f3d40,#2f3d40,#2f3d40,#2f3d40,#2f3d40,#2f3d40
329,71.33805556,24.74944444,22587,7/7/2019,1,#151a20,#151a20,#151a20,#151a20,#151a20,#151a20,#151a20,#151a20
330,70.2125,25.89111111,22588,7/6/2019,1,#00bd7c,#e5e6e8,#e5e6e8,#e5e6e8,#e5e6e8,#22b741,#e5e6e8,#e5e6e8
331,71.43833333,27.17166667,22589,7/2/2019,1,#dfdfe1,#dfdfe1,#dfdfe1,#dfdfe1,#dfdfe1,#dfdfe1,#dfdfe1,#dfdfe1
332,71.36166667,24.69,22590,7/6/2019,1,#f4f4f4,#f4f4f4,#f4f4f4,#f4f4f4,#f4f4f4,#f4f4f4,#f4f4f4,#f4f4f4
333,71.48111111,27.20583333,22591,7/1/2019,1,#8c8d92,#8c8d92,#33a9c4,#2295ae,#8c8d92,#8c8d92,#8c8d92,#8c8d92
334,71.38444444,24.35527778,22592,7/1/2019,1,#7d8588,#7d8588,#3fb3cd,#33a9c4,#7d8588,#7d8588,#7d8588,#7d8588
335,71.48055556,27.18305556,22593,7/2/2019,1,#e1dfe0,#e1dfe0,#e1dfe0,#e1dfe0,#e1dfe0,#e1dfe0,#e1dfe0,#e1dfe0
336,71.80555556,27.14416667,22594,7/31/2019,1,#a2a7aa,#a2a7aa,#a2a7aa,#a2a7aa,#a2a7aa,#a2a7aa,#a2a7aa,#a2a7aa
337,73.59861111,28.64527778,22595,7/30/2019,1,#b0aeb3,#b0aeb3,#b0aeb3,#b0aeb3,#b0aeb3,#b0aeb3,#b0aeb3,#b0aeb3
338,71.63861111,27.01222222,22596,7/30/2019,1,#c1c5c6,#c1c5c6,#c1c5c6,#c1c5c6,#c1c5c6,#c1c5c6,#c1c5c6,#c1c5c6
339,71.73111111,27.15972222,22597,7/30/2019,1,#919ea4,#919ea4,#919ea4,#919ea4,#919ea4,#919ea4,#919ea4,#919ea4
340,73.34527778,28.79222222,22598,7/30/2019,1,#b0b3b8,#b0b3b8,#b0b3b8,#b0b3b8,#b0b3b8,#b0b3b8,#b0b3b8,#b0b3b8
341,73.61222222,28.67972222,22599,7/30/2019,1,#b6b7bb,#b6b7bb,#b6b7bb,#b6b7bb,#b6b7bb,#b6b7bb,#b6b7bb,#b6b7bb
342,73.59777778,28.69083333,22600,7/27/2019,1,#d4d8db,#d4d8db,#d4d8db,#d4d8db,#d4d8db,#d4d8db,#d4d8db,#d4d8db
343,73.59472222,28.65166667,22601,7/27/2019,1,#ccccce,#ccccce,#ccccce,#ccccce,#ccccce,#ccccce,#ccccce,#ccccce
344,71.80416667,27.15138889,22602,7/30/2019,1,#b3b4b9,#b3b4b9,#b3b4b9,#b3b4b9,#b3b4b9,#b3b4b9,#b3b4b9,#b3b4b9
345,71.48333333,27.18777778,22603,7/2/2019,1,#e5e3e4,#e5e3e4,#e5e3e4,#e5e3e4,#e5e3e4,#e5e3e4,#e5e3e4,#e5e3e4
346,55.07083333,17.05277778,22604,7/5/2019,1,#0d1517,#0d1517,#0d1517,#0d1517,#0d1517,#0d1517,#0d1517,#0d1517
347,71.54527778,27.02944444,22605,7/31/2019,1,#e2e2e0,#e2e2e0,#e2e2e0,#e2e2e0,#e2e2e0,#e2e2e0,#e2e2e0,#e2e2e0
