Latitude ,Longitude ,ID,Time,Locust,Soil_Moisture,Wind,Vegetation_Index,Humidity_D,Humidity_N,Elevation,Temperature_D,Temperature_N
-1,-1,22295,2019-01-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22296,2019-01-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22297,2019-01-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22298,2019-01-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22299,2019-01-16,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22300,2019-01-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22301,2019-01-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22302,2019-01-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22303,2019-01-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22304,2019-01-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22305,2019-01-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22306,2019-01-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22307,2019-01-10,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22308,2019-01-08,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22309,2019-01-08,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22310,2019-01-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22311,2019-01-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22312,2019-01-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22313,2019-01-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22314,2019-01-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22315,2019-01-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22316,2019-01-16,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22317,2019-01-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22318,2019-01-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22319,2019-01-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22320,2019-01-15,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22321,2019-01-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22322,2019-01-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22323,2019-01-27,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22324,2019-01-12,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22325,2019-01-12,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22326,2019-01-13,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22327,2019-01-14,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22328,2019-01-14,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22329,2019-01-18,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22330,2019-01-18,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22331,2019-01-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22332,2019-02-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22333,2019-02-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22334,2019-02-06,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22335,2019-02-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22336,2019-02-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22337,2019-02-04,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22338,2019-02-06,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22339,2019-02-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22340,2019-02-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22341,2019-02-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22342,2019-02-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22343,2019-02-27,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22344,2019-02-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22345,2019-02-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22346,2019-02-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22347,2019-02-27,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22348,2019-02-27,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22349,2019-02-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22350,2019-02-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22351,2019-02-10,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22352,2019-02-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22353,2019-02-26,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22354,2019-02-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22355,2019-02-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22356,2019-02-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22357,2019-02-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22358,2019-02-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22359,2019-02-27,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22360,2019-02-27,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22361,2019-02-27,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22362,2019-02-26,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22363,2019-02-26,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22364,2019-02-26,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22365,2019-02-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22366,2019-02-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22367,2019-02-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22368,2019-02-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22369,2019-02-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22370,2019-02-26,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22371,2019-02-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22372,2019-02-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22373,2019-02-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22374,2019-02-15,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22375,2019-02-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22376,2019-02-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22377,2019-02-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22378,2019-02-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22379,2019-02-04,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22380,2019-02-04,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22381,2019-02-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22382,2019-03-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22383,2019-03-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22384,2019-03-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22385,2019-03-16,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22386,2019-03-04,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22387,2019-03-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22388,2019-03-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22389,2019-03-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22390,2019-03-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22391,2019-03-06,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22392,2019-03-08,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22393,2019-03-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22394,2019-03-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22395,2019-03-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22396,2019-03-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22397,2019-03-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22398,2019-03-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22399,2019-03-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22400,2019-03-04,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22401,2019-03-04,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22402,2019-03-04,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22403,2019-03-04,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22404,2019-03-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22405,2019-03-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22406,2019-03-06,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22407,2019-03-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22408,2019-04-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22409,2019-04-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22410,2019-04-26,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22411,2019-04-26,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22412,2019-04-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22413,2019-04-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22414,2019-04-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22415,2019-04-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22416,2019-04-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22417,2019-04-18,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22418,2019-04-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22419,2019-04-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22420,2019-04-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22421,2019-04-27,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22422,2019-04-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22423,2019-04-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22424,2019-04-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22425,2019-04-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22426,2019-05-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22427,2019-05-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22428,2019-05-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22429,2019-05-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22430,2019-05-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22431,2019-05-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22432,2019-05-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22433,2019-05-07,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22434,2019-05-07,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22435,2019-05-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22436,2019-05-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22437,2019-05-31,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22438,2019-05-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22439,2019-05-08,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22440,2019-05-08,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22441,2019-05-09,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22442,2019-05-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22443,2019-05-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22444,2019-05-09,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22445,2019-05-04,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22446,2019-05-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22447,2019-05-14,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22448,2019-05-14,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22449,2019-05-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22450,2019-05-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22451,2019-05-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22452,2019-05-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22453,2019-05-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22454,2019-05-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22455,2019-05-16,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22456,2019-05-17,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22457,2019-05-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22458,2019-05-21,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22459,2019-05-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22460,2019-05-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22461,2019-05-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22462,2019-05-23,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22463,2019-05-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22464,2019-05-09,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22465,2019-05-10,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22466,2019-05-09,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22467,2019-05-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22468,2019-05-24,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22469,2019-05-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22470,2019-05-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22471,2019-06-08,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22472,2019-06-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22473,2019-06-05,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22474,2019-06-07,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22475,2019-06-09,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22476,2019-06-09,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22477,2019-06-10,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22478,2019-06-10,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22479,2019-06-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22480,2019-06-13,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22481,2019-06-15,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22482,2019-06-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22483,2019-06-16,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22484,2019-06-18,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22485,2019-06-09,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22486,2019-06-13,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22487,2019-06-14,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22488,2019-06-14,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22489,2019-06-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22490,2019-06-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22491,2019-06-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22492,2019-06-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22493,2019-06-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22494,2019-06-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22495,2019-06-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22496,2019-06-20,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22497,2019-06-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22498,2019-06-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22499,2019-06-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22500,2019-06-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22501,2019-06-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22502,2019-06-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22503,2019-06-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22504,2019-06-26,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22505,2019-06-27,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22506,2019-06-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22507,2019-06-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22508,2019-06-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22509,2019-06-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22510,2019-06-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22511,2019-06-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22512,2019-06-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22513,2019-06-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22514,2019-06-25,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22515,2019-06-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22516,2019-06-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22517,2019-06-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22518,2019-06-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22519,2019-06-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22520,2019-06-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22521,2019-06-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22522,2019-06-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22523,2019-06-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22524,2019-06-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22525,2019-06-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22526,2019-06-16,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22527,2019-06-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22528,2019-06-30,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22529,2019-07-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22530,2019-07-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22531,2019-07-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22532,2019-07-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22533,2019-07-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22534,2019-07-28,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22535,2019-07-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22536,2019-07-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22537,2019-07-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22538,2019-07-18,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22539,2019-07-19,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22540,2019-07-22,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22541,2019-07-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22542,2019-07-03,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22543,2019-07-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22544,2019-07-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22545,2019-07-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22546,2019-07-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22547,2019-07-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22548,2019-07-01,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22549,2019-07-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22550,2019-07-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22551,2019-07-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22552,2019-07-02,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22553,2019-07-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22554,2019-07-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22555,2019-07-29,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,22556,2019-07-30,0,-1,-1,-1,-1,-1,-1,-1,-1
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
